date,site_id,site_name,city,country,capacity_mw,cooling_type,energy_tariff_per_kwh,grid_emission_factor,renewable_energy_percent,building_age_years,sla_target_percent,total_facility_energy_kwh,it_equipment_energy_kwh,cooling_energy_kwh,lighting_energy_kwh,backup_power_kwh,peak_demand_kw,temperature_celsius,humidity_percent,server_count,active_servers,idle_servers,avg_cpu_utilization_percent,storage_utilization_percent,ai_workload_percent,revenue_usd,energy_cost_usd,cooling_cost_usd,maintenance_cost_usd,downtime_minutes,sla_penalty_usd,gross_margin_percent,renewable_kwh,fossil_power_kwh,scope_2_emissions_tco2e,carbon_intensity_kg_per_kwh,pue,non_it_energy_kwh,energy_waste_cost_usd,revenue_leakage_usd,target_pue,risk_level
2024-03-04,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,613745.55,347408.21,226146.93,14625.91,0.0,34038.89,26.63,72.28,3300,2487,813,60.49,54.56,24.88,314411.37,58305.83,21483.96,31451.73,0.0,0.0,71.45,171848.75,441896.8,300.49,0.4896,1.767,266337.34,7149.97,7149.97,1.55,Medium
2024-03-05,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1234562.59,681062.9,440428.02,17628.96,8734.55,59519.31,29.21,56.58,5200,4029,1171,60.06,85.8,26.8,546436.31,135801.88,48447.08,58362.31,0.0,0.0,64.47,222221.27,1012341.32,728.89,0.5904,1.813,553499.68,19680.66,19680.66,1.55,High
2024-03-05,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1239887.47,884549.62,260570.83,33571.14,0.0,61166.68,22.95,58.76,7200,6624,576,77.88,68.14,64.21,800807.4,111589.87,23451.37,61073.94,0.0,0.0,78.44,520752.74,719134.73,445.86,0.3596,1.402,355337.85,4117.09,4117.09,1.35,Medium
2024-03-05,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,975115.95,529263.55,369609.35,20543.37,0.0,52680.3,31.08,69.92,4100,3772,328,77.2,66.87,38.44,449141.69,117013.91,44353.12,41806.94,0.0,0.0,64.64,146267.39,828848.55,621.64,0.6375,1.842,445852.4,18570.89,18570.89,1.55,Medium
2024-03-05,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,991717.02,639721.57,280456.5,21946.96,5614.68,53636.33,26.18,46.1,6100,3099,3001,37.9,65.17,47.94,675147.47,99171.7,28045.65,41622.75,0.0,0.0,79.15,347100.96,644616.06,425.45,0.429,1.55,351995.44,6412.07,6412.07,1.45,Medium
2024-03-05,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,565207.01,325300.99,198299.09,11408.74,0.0,28790.17,23.52,48.83,3300,1757,1543,37.63,67.3,32.23,327761.12,53694.67,18838.41,31867.32,0.0,0.0,73.9,158257.96,406949.04,276.73,0.4896,1.737,239906.01,5794.09,5794.09,1.55,Medium
2024-03-06,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1146760.98,641310.77,410631.04,16874.52,0.0,58869.13,25.29,53.86,5200,3236,1964,44.67,55.88,30.64,522423.99,126143.71,45169.41,38442.79,0.0,0.0,68.5,206416.98,940344.0,677.05,0.5904,1.788,505450.2,16800.22,16800.22,1.55,High
2024-03-06,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1387428.15,959748.48,295940.93,32058.09,0.0,67245.14,24.95,62.58,7200,6624,576,84.79,55.2,59.59,791546.56,124868.53,26634.68,69701.93,0.0,0.0,75.42,582719.82,804708.33,498.92,0.3596,1.446,427679.67,8259.09,8259.09,1.35,Medium
2024-03-06,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,897519.52,495521.29,346467.89,15401.62,0.0,49204.5,30.7,50.07,4100,2803,1297,52.81,77.71,41.63,421519.91,107702.34,41576.15,44819.85,0.0,0.0,63.82,134627.93,762891.59,572.17,0.6375,1.811,401998.22,15535.38,15535.38,1.55,Medium
2024-03-06,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1103739.29,699052.92,323384.66,28583.68,0.0,58436.11,25.37,82.43,6100,4129,1971,53.41,69.31,28.52,674140.64,110373.93,32338.47,45134.52,0.0,0.0,76.93,386308.75,717430.54,473.5,0.429,1.579,404686.37,9011.26,9011.26,1.45,Medium
2024-03-06,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,538733.54,312528.55,177381.58,13632.93,0.0,26549.94,26.35,67.6,3300,1525,1775,31.95,74.8,31.38,310533.92,51179.69,16851.25,36610.18,0.0,0.0,71.73,150845.39,387888.15,263.76,0.4896,1.724,226204.99,5159.86,5159.86,1.55,Medium
2024-03-07,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1087108.37,601830.63,407331.52,16397.67,2840.69,53202.36,32.17,45.93,5200,2340,2860,25.91,71.45,32.67,561498.58,119581.92,44806.47,45430.79,94.6,106468.14,51.65,195679.51,891428.86,641.83,0.5904,1.806,485277.74,16969.8,123437.94,1.55,High
2024-03-07,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1240066.97,842416.03,267758.89,32467.78,0.0,61529.77,21.63,62.13,7200,5506,1694,64.92,51.93,63.21,788604.67,111606.03,24098.3,70542.27,0.0,0.0,76.9,520828.13,719238.84,445.93,0.3596,1.472,397650.93,9252.48,9252.48,1.35,Medium
2024-03-07,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,923626.59,509136.66,343452.29,20139.95,0.0,46589.77,31.51,73.71,4100,3138,962,64.26,52.26,26.72,414958.4,110835.19,41214.28,47506.79,0.0,0.0,61.84,138543.99,785082.6,588.81,0.6375,1.814,414489.92,16135.77,16135.77,1.55,Medium
2024-03-07,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1182175.88,735022.23,335010.85,32489.38,0.0,63253.76,30.38,54.38,6100,4730,1370,60.6,76.85,30.23,698076.43,118217.59,33501.08,50164.45,0.0,0.0,75.88,413761.56,768414.32,507.15,0.429,1.608,447153.65,11639.36,11639.36,1.45,Medium
2024-03-07,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,655022.06,369521.01,232516.11,10897.32,0.0,36865.89,26.46,79.94,3300,2818,482,68.83,63.17,29.72,315413.13,62227.1,22089.03,40353.82,0.0,0.0,67.48,183406.18,471615.88,320.7,0.4896,1.773,285501.04,7815.13,7815.13,1.55,Medium
2024-03-08,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1218266.53,685771.61,434161.28,27370.04,0.0,65069.6,30.72,46.76,5200,3655,1545,58.08,71.54,32.62,558950.86,134009.32,47757.74,42123.03,0.0,0.0,68.49,219287.97,998978.55,719.26,0.5904,1.776,532494.91,17085.26,17085.26,1.55,High
2024-03-08,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1225754.72,851658.8,261275.65,36827.51,4963.78,65587.01,25.06,53.07,7200,5864,1336,64.42,70.54,60.55,813063.57,110317.92,23514.81,61509.69,0.0,0.0,78.87,514816.98,710937.74,440.78,0.3596,1.439,374095.92,6841.38,6841.38,1.35,Medium
2024-03-08,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,868474.61,468027.18,335998.59,15094.09,0.0,41712.42,30.27,62.39,4100,2754,1346,50.77,82.9,38.13,466777.83,104216.95,40319.83,42462.54,0.0,0.0,68.58,130271.19,738203.42,553.65,0.6375,1.856,400447.43,17163.9,17163.9,1.55,High
2024-03-08,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1154848.38,720664.47,330118.77,25959.96,0.0,64592.91,27.29,61.48,6100,4970,1130,64.31,54.15,32.93,679372.86,115484.84,33011.88,38971.37,0.0,0.0,77.26,404196.93,750651.45,495.43,0.429,1.602,434183.91,10988.49,10988.49,1.45,Medium
2024-03-08,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,613988.25,366037.41,205741.98,14600.94,0.0,33116.73,23.24,68.94,3300,2921,379,70.77,66.15,38.62,333569.92,58328.88,19545.49,41403.58,0.0,0.0,70.1,171916.71,442071.54,300.61,0.4896,1.677,247950.84,4429.87,4429.87,1.55,Medium
2024-03-09,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1034970.52,587630.88,379523.96,25368.37,0.0,56425.54,28.79,63.26,5200,3611,1589,57.87,79.94,23.54,468897.04,113846.76,41747.64,47008.89,0.0,0.0,65.69,186294.69,848675.83,611.05,0.5904,1.761,447339.65,13655.69,13655.69,1.55,Medium
2024-03-09,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1136568.86,789393.31,233381.3,27638.78,4555.49,55140.2,25.06,55.4,7200,6618,582,74.33,49.31,56.8,760706.29,102291.2,21004.32,58655.57,0.0,0.0,78.84,477358.92,659209.94,408.71,0.3596,1.44,347175.55,6379.91,6379.91,1.35,Low
2024-03-09,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,828741.38,443190.3,322346.44,12720.68,0.0,46826.42,30.94,72.77,4100,3165,935,59.82,82.42,44.86,387248.13,99448.97,38681.57,45792.58,0.0,0.0,62.49,124311.21,704430.18,528.32,0.6375,1.87,385551.08,17015.57,17015.57,1.55,High
2024-03-09,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,947045.56,618710.17,252437.51,21577.06,0.0,51072.58,24.84,46.17,6100,3716,2384,48.62,67.22,34.06,586572.14,94704.56,25243.75,51182.65,0.0,0.0,75.13,331465.95,615579.62,406.28,0.429,1.531,328335.39,4991.58,4991.58,1.45,Low
2024-03-09,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,527772.16,299697.98,185280.27,10625.27,0.0,27139.17,27.9,45.38,3300,1621,1679,36.19,80.43,38.12,270300.75,50138.36,17601.63,44631.96,0.0,0.0,64.94,147776.21,379995.96,258.4,0.4896,1.761,228074.18,6007.83,6007.83,1.55,Medium
2024-03-10,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,991977.63,547813.27,366514.92,16746.85,0.0,54096.82,28.8,70.98,5200,2340,2860,32.41,51.54,30.87,524644.57,109117.54,40316.64,48161.05,0.0,0.0,70.02,178555.97,813421.66,585.66,0.5904,1.811,444164.36,15715.38,15715.38,1.55,Medium
2024-03-10,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1184308.78,817317.04,245554.19,32493.23,0.0,66821.43,26.73,57.06,7200,5824,1376,69.92,60.49,59.29,676311.83,106587.79,22099.88,48162.97,0.0,0.0,77.12,497409.69,686899.09,425.88,0.3596,1.449,366991.74,7283.77,7283.77,1.35,Medium
2024-03-10,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,821696.38,447601.35,308747.14,13532.47,9807.21,39500.0,29.67,72.8,4100,2958,1142,60.54,51.13,38.17,392207.93,98603.57,37049.66,46298.63,0.0,0.0,63.05,123254.46,698441.92,523.83,0.6375,1.836,374095.03,15349.71,15349.71,1.55,Medium
2024-03-10,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,983435.53,618589.73,282063.7,19330.43,8994.09,52931.58,27.76,49.37,6100,4580,1520,59.82,70.43,36.86,623276.08,98343.55,28206.37,52144.65,0.0,0.0,75.86,344202.44,639233.1,421.89,0.429,1.59,364845.81,8648.04,8648.04,1.45,Medium
2024-03-10,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,487927.95,284068.72,174980.9,8922.5,0.0,24869.36,21.91,52.04,3300,1523,1777,31.22,67.8,31.67,269912.63,46353.16,16623.19,39590.18,0.0,0.0,68.16,136619.83,351308.12,238.89,0.4896,1.718,203859.23,4524.04,4524.04,1.55,Medium
2024-03-11,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1205383.73,702128.85,418695.76,21834.98,0.0,58152.2,27.7,69.77,5200,4202,998,68.83,59.79,25.01,512596.01,132592.21,46056.53,49385.38,0.0,0.0,64.5,216969.07,988414.65,711.66,0.5904,1.717,503254.88,12879.24,12879.24,1.55,High
2024-03-11,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1143564.19,807119.4,244292.77,31330.18,0.0,56463.09,22.72,55.92,7200,4883,2317,55.24,77.69,54.32,849771.81,102920.78,21986.35,49535.08,0.0,0.0,82.06,480296.96,663267.23,411.23,0.3596,1.417,336444.79,4855.77,4855.77,1.35,Low
2024-03-11,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,973990.21,505557.57,393878.94,19895.78,0.0,47243.67,32.77,66.88,4100,3199,901,65.66,52.44,33.41,448857.34,116878.83,47265.47,43046.43,0.0,0.0,64.37,146098.53,827891.68,620.92,0.6375,1.927,468432.64,22845.12,22845.12,1.55,High
2024-03-11,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1083129.59,682553.41,303080.74,23250.89,0.0,57850.28,25.2,52.22,6100,3642,2458,48.11,71.59,45.69,700099.48,108312.96,30308.07,51500.44,0.0,0.0,77.17,379095.35,704034.23,464.66,0.429,1.587,400576.18,9342.71,9342.71,1.45,Medium
2024-03-11,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,576802.52,338902.34,195839.96,9832.56,0.0,31898.76,26.97,59.01,3300,1968,1332,42.84,84.52,22.58,332059.28,54796.24,18604.8,41964.64,0.0,0.0,70.86,161504.71,415297.82,282.4,0.4896,1.702,237900.18,4892.87,4892.87,1.55,Medium
2024-03-12,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1159914.3,670741.07,394208.11,17140.17,0.0,61261.03,26.39,61.13,5200,4088,1112,66.74,78.61,38.54,528314.18,127590.57,43362.89,37590.13,0.0,0.0,68.73,208784.57,951129.73,684.81,0.5904,1.729,489173.23,13229.22,13229.22,1.55,High
2024-03-12,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1153754.72,798267.54,257105.22,21296.65,0.0,64337.32,24.54,76.02,7200,5166,2034,54.93,77.11,51.3,832858.34,103837.92,23139.47,55539.48,0.0,0.0,80.86,484576.98,669177.74,414.89,0.3596,1.445,355487.17,6848.42,6848.42,1.35,Low
2024-03-12,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,905955.03,488010.56,347014.98,17326.91,3267.11,44379.65,29.25,59.14,4100,2842,1258,54.01,66.99,42.37,458702.34,108714.6,41641.8,44564.61,0.0,0.0,66.58,135893.26,770061.78,577.55,0.6375,1.856,417944.48,17944.64,17944.64,1.55,High
2024-03-12,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1158961.82,722934.08,326479.59,23491.09,0.0,60349.04,26.88,68.44,6100,4932,1168,63.09,60.6,35.06,660931.02,115896.18,32647.96,55128.67,0.0,0.0,74.12,405636.64,753325.18,497.19,0.429,1.603,436027.73,11070.74,11070.74,1.45,Medium
2024-03-12,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,619652.57,348443.23,219914.31,9092.08,0.0,32688.55,26.23,56.21,3300,1830,1470,45.19,51.53,37.07,304520.12,58866.99,20891.86,35846.75,0.0,0.0,68.9,173502.72,446149.85,303.38,0.4896,1.778,271209.34,7558.73,7558.73,1.55,Medium
2024-03-13,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1195496.17,656388.1,465820.6,19500.77,0.0,63888.51,31.16,47.35,5200,4342,858,70.37,73.85,18.59,573377.85,131504.58,51240.27,44051.79,0.0,0.0,69.38,215189.31,980306.86,705.82,0.5904,1.821,539108.08,19590.41,19590.41,1.55,High
2024-03-13,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1202274.23,810455.16,261884.45,33556.75,8437.1,58307.15,24.59,68.54,7200,4681,2519,48.28,68.68,36.97,805468.87,108204.68,23569.6,57765.01,0.0,0.0,79.39,504955.18,697319.05,432.34,0.3596,1.483,391819.08,9734.38,9734.38,1.35,Medium
2024-03-13,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,905668.77,498320.57,349865.69,13562.57,0.0,50108.45,29.97,43.72,4100,3414,686,68.16,73.01,35.5,454875.01,108680.25,41983.88,41346.88,0.0,0.0,67.02,135850.32,769818.45,577.36,0.6375,1.817,407348.2,15992.63,15992.63,1.55,Medium
2024-03-13,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1165647.61,731768.44,315810.28,31120.5,0.0,56065.43,26.8,56.98,6100,4831,1269,67.62,52.71,44.17,665563.38,116564.76,31581.03,42326.39,27.0,43605.11,69.58,407976.66,757670.95,500.06,0.429,1.593,433879.18,10458.34,54063.44,1.45,High
2024-03-13,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,618415.74,358168.48,215834.3,9055.32,0.0,34108.82,25.52,81.49,3300,2579,721,63.38,80.41,42.56,337090.64,58749.5,20504.26,34654.04,0.0,0.0,72.29,173156.41,445259.33,302.78,0.4896,1.727,260247.27,6009.19,6009.19,1.55,Medium
2024-03-14,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1180399.66,638709.87,464881.0,25250.86,0.0,56858.0,32.5,60.32,5200,3288,1912,51.58,73.45,45.18,566343.57,129843.96,51136.91,46693.65,0.0,0.0,68.83,212471.94,967927.72,696.91,0.5904,1.848,541689.79,20943.93,20943.93,1.55,High
2024-03-14,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1171978.75,832563.77,251846.18,30758.17,0.0,59570.76,24.39,54.62,7200,5781,1419,62.51,62.03,38.1,835950.83,105478.09,22666.16,72093.52,0.0,0.0,78.76,492231.08,679747.68,421.44,0.3596,1.408,339414.99,4321.59,4321.59,1.35,Medium
2024-03-14,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,908283.67,485176.74,336167.21,15728.47,7256.26,44947.48,30.59,44.46,4100,3247,853,64.26,68.94,24.31,410967.84,108994.04,40340.07,41547.35,0.0,0.0,63.37,136242.55,772041.12,579.03,0.6375,1.872,423106.93,18751.17,18751.17,1.55,High
2024-03-14,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1129476.84,710857.23,311922.47,23886.03,0.0,59229.97,26.37,47.68,6100,5140,960,66.44,42.76,31.55,702190.14,112947.68,31192.25,55932.44,0.0,0.0,75.95,395316.89,734159.95,484.55,0.429,1.589,418619.61,9873.39,9873.39,1.45,Medium
2024-03-14,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,559157.9,331358.5,190554.61,11400.37,0.0,31662.14,25.87,40.73,3300,2031,1269,50.06,59.66,25.79,317208.49,53120.0,18102.69,35018.03,0.0,0.0,72.21,156564.21,402593.69,273.76,0.4896,1.687,227799.4,4327.46,4327.46,1.55,Medium
2024-03-15,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1123842.34,635018.59,384862.79,19340.02,7478.26,63664.78,25.43,62.85,5200,3385,1815,54.36,70.84,34.75,554176.94,123622.66,42334.91,56182.24,112.1,120587.21,45.79,202291.62,921550.72,663.52,0.5904,1.77,488823.75,15351.99,135939.2,1.55,High
2024-03-15,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1184500.58,828027.74,266397.45,22457.27,0.0,65367.0,24.07,65.41,7200,4745,2455,54.93,91.81,57.99,745332.32,106605.05,23975.77,69729.58,0.0,0.0,76.34,497490.24,687010.33,425.95,0.3596,1.431,356472.83,5999.68,5999.68,1.35,Medium
2024-03-15,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,898687.4,489014.01,342156.6,12701.48,0.0,48910.99,32.5,55.24,4100,2944,1156,55.96,64.78,38.76,425978.68,107842.49,41058.79,35363.45,0.0,0.0,66.38,134803.11,763884.29,572.91,0.6375,1.838,409673.39,16885.88,16885.88,1.55,Medium
2024-03-15,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1094455.52,704721.35,305796.43,31070.21,0.0,59489.89,22.41,59.32,6100,4682,1418,63.66,67.79,24.0,619387.65,109445.55,30579.64,52217.9,0.0,0.0,73.9,383059.43,711396.09,469.52,0.429,1.553,389734.17,7260.96,7260.96,1.45,Medium
2024-03-15,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,610521.78,354199.28,205767.26,10175.12,3290.05,31079.79,25.1,66.94,3300,2389,911,60.28,63.84,24.53,317263.92,57999.57,19547.89,35480.7,0.0,0.0,70.54,170946.1,439575.68,298.91,0.4896,1.724,256322.5,5843.73,5843.73,1.55,Medium
2024-03-16,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1024371.35,575420.72,353137.22,15856.18,9653.07,52918.33,28.52,53.63,5200,3719,1481,54.28,76.34,24.91,491698.88,112680.85,38845.09,58284.02,0.0,0.0,65.23,184386.84,839984.5,604.79,0.5904,1.78,448950.62,14571.61,14571.61,1.55,Medium
2024-03-16,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,989652.57,680648.24,213225.77,23317.36,0.0,48142.1,23.26,63.81,7200,3960,3240,42.16,53.77,51.28,727758.36,89068.73,19190.32,59292.62,0.0,0.0,79.61,415654.08,573998.49,355.88,0.3596,1.454,309004.32,6369.97,6369.97,1.35,Low
2024-03-16,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,842605.89,451271.28,314357.65,16733.62,3403.81,40506.95,28.4,52.41,4100,3633,467,77.12,63.22,27.59,385770.85,101112.71,37722.92,46448.63,0.0,0.0,61.75,126390.88,716215.01,537.16,0.6375,1.867,391334.61,17176.25,17176.25,1.55,High
2024-03-16,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,983038.42,629774.86,282459.36,25879.22,0.0,48066.55,25.35,44.19,6100,4015,2085,49.32,56.76,30.98,602982.16,98303.84,28245.94,44910.23,41.4,79643.87,63.04,344063.45,638974.97,421.72,0.429,1.561,353263.56,6986.49,86630.36,1.45,High
2024-03-16,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,540918.18,321804.04,185782.46,8185.52,0.0,30481.01,24.13,49.1,3300,2389,911,59.99,61.33,36.41,289945.0,51387.23,17649.33,34450.19,0.0,0.0,70.4,151457.09,389461.09,264.83,0.4896,1.681,219114.14,4001.58,4001.58,1.55,Medium
2024-03-17,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1094549.61,612461.44,406939.1,22101.34,0.0,57363.74,29.34,59.21,5200,3930,1270,59.89,84.34,43.27,481200.58,120400.46,44763.3,60905.57,0.0,0.0,62.32,197018.93,897530.68,646.22,0.5904,1.787,482088.17,15975.78,15975.78,1.55,Medium
2024-03-17,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1070103.99,738646.0,239101.13,20193.71,0.0,57806.93,24.6,59.82,7200,4423,2777,49.29,61.72,54.58,685500.19,96309.36,21519.1,51919.45,7.4,8067.86,77.2,449443.68,620660.32,384.81,0.3596,1.449,331458.0,6563.87,14631.73,1.35,Low
2024-03-17,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,794030.75,414540.86,315009.49,17270.44,0.0,43603.82,31.42,53.08,4100,2464,1636,44.86,72.09,19.68,396884.46,95283.69,37801.14,43690.65,0.0,0.0,64.98,119104.61,674926.13,506.19,0.6375,1.915,379489.88,18179.09,18179.09,1.55,High
2024-03-17,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1003784.42,647733.76,292394.51,18906.48,0.0,51233.96,28.15,62.59,6100,4148,1952,54.67,64.44,35.87,557627.64,100378.44,29239.45,56997.93,0.0,0.0,71.78,351324.55,652459.88,430.62,0.429,1.55,356050.67,6457.05,6457.05,1.45,Medium
2024-03-17,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,548092.64,314598.43,191265.56,9548.01,8366.15,29160.83,23.78,67.85,3300,2484,816,63.24,62.47,36.14,305518.9,52068.8,18170.23,43627.32,0.0,0.0,68.68,153465.94,394626.7,268.35,0.4896,1.742,233494.21,5744.18,5744.18,1.55,Medium
2024-03-18,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1114219.0,621929.92,421033.63,21858.42,0.0,62271.24,30.53,62.98,5200,3890,1310,57.95,54.9,10.32,558681.51,122564.09,46313.7,48588.5,0.0,0.0,69.36,200559.42,913659.58,657.83,0.5904,1.792,492289.08,16525.04,16525.04,1.55,High
2024-03-18,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1263266.09,879111.8,275322.3,36204.38,0.0,63471.92,27.22,66.43,7200,5882,1318,64.91,58.34,51.79,823376.48,113693.95,24779.01,59678.52,0.0,0.0,78.94,530571.76,732694.33,454.27,0.3596,1.437,384154.29,6881.86,6881.86,1.35,Medium
2024-03-18,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,972501.18,511829.07,384020.2,18079.39,0.0,47837.85,30.81,40.71,4100,3350,750,64.38,74.26,29.39,467170.88,116700.14,46082.42,35885.15,87.0,176571.16,29.54,145875.18,826626.01,619.97,0.6375,1.9,460672.12,21499.94,198071.09,1.55,High
2024-03-18,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1078031.84,671898.98,316445.8,25671.4,0.0,60011.09,27.44,61.06,6100,3561,2539,43.25,69.54,32.68,647388.92,107803.18,31644.58,54628.85,0.0,0.0,74.91,377311.15,700720.7,462.48,0.429,1.604,406132.86,10377.83,10377.83,1.45,Medium
2024-03-18,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,613631.48,345951.27,218732.43,12968.74,0.0,34169.35,25.76,71.99,3300,2142,1158,51.68,63.76,16.8,294850.41,58294.99,20779.58,29934.52,0.0,0.0,70.08,171816.82,441814.67,300.43,0.4896,1.774,267680.22,7353.67,7353.67,1.55,Medium
